,waktu,user,text,STOP_REMOVAL,STEMMING,labeling
781,2022-08-12 08:54:54+00:00,nyai_judes,kini fenomena abg perokok aktif citayam fashion week semakin merebak sob apakah fakta pemuda citayam generasi ,fenomena abg perokok aktif citayam fashion week merebak sob fakta pemuda citayam generasi ,fenomena abg okok aktif citayam fashion week rebak sob fakta pemuda citayam generasi,bully
782,2022-08-12 08:54:46+00:00,rinnakr1,abg citayam kedapatan merokok padahal mrk masih remaja simak mmc milenial,abg citayam kedapatan merokok mrk remaja simak mmc milenial,abg citayam dapat rokok mrk remaja simak mmc milenial,bully
783,2022-08-12 08:54:25+00:00,kiftiyah_kip,kini fenomena abg perokok aktif citayam fashion week semakin merebak apakah fakta pemuda citayam generasi rusak,fenomena abg perokok aktif citayam fashion week merebak fakta pemuda citayam generasi rusak,fenomena abg okok aktif citayam fashion week rebak fakta pemuda citayam generasi rusak,bully
784,2022-08-12 08:54:19+00:00,citayam_fw,roy citayam sekali ngonten bikin jeje melongo berita riau terkini citayamfashionweek,roy citayam ngonten bikin jeje melongo berita riau terkini citayamfashionweek,roy citayam ngonten bikin jeje longo berita riau kini citayamfashionweek,not bully
785,2022-08-12 08:54:19+00:00,citayam_fw,apeksi tantang anak muda kreatif youth city changers ekbis citayamfashionweek cfw,apeksi tantang anak muda kreatif youth city changers ekbis citayamfashionweek cfw,apeksi tantang anak muda kreatif youth city changers ekbis citayamfashionweek cfw,not bully
786,2022-08-12 08:54:18+00:00,citayam_fw,ketika asn depok bergaya citayam fashion week netizen kerjanya bercanda gajinya serius citayamfashionweek cfw,asn depok bergaya citayam fashion week netizen kerjanya bercanda gajinya serius citayamfashionweek cfw,asn depok gaya citayam fashion week netizen kerja canda gaji serius citayamfashionweek cfw,not bully
787,2022-08-12 08:54:17+00:00,citayam_fw,bonge citayam fashion week bantah pernah coba narkoba dan mabuk hits,bonge citayam fashion week bantah coba narkoba mabuk hits,bonge citayam fashion week bantah coba narkoba mabuk hits,not bully
788,2022-08-12 08:54:17+00:00,citayam_fw,kurma citayam curhat dilupakan ayah setelah menikah lagi malah senang,kurma citayam curhat dilupakan ayah menikah senang,kurma citayam curhat lupa ayah meni senang,not bully
789,2022-08-12 08:53:45+00:00,ratujudes5,fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak sobat medsos mmc ,fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat medsos mmc ,fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat medsos mmc,bully
790,2022-08-12 08:53:27+00:00,nonajudes19,fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak gaes mmc millenials,fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak gaes mmc millenials,fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak gaes mmc millenials,bully
791,2022-08-12 08:53:11+00:00,rujakpedes61,fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak sobat twitter mmc ,fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat twitter mmc ,fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat twitter mmc,bully
792,2022-08-12 08:52:53+00:00,nyai_judes,fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak sobat mille dan nial,fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat mille nial,fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat mille nial,bully
793,2022-08-12 08:52:35+00:00,kiftiyah_kip,fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak sobat nials mmc mil,fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat nials mmc mil,fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat nials mmc mil,bully
794,2022-08-12 08:52:24+00:00,ratujudes5,fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak sobat mille mmc mil,fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat mille mmc mil,fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat mille mmc mil,bully
795,2022-08-12 08:52:23+00:00,warrassumarto, cfw bubarin alasan polisi banyak tindak kejahatan disana heran saja semoga alasannya bukan krn, cfw bubarin alasan polisi tindak kejahatan disana heran semoga alasannya krn,cfw bubarin alas polisi tindak jahat sana heran moga alas krn,not bully
796,2022-08-12 08:52:14+00:00,warrassumarto, pak seperti sarana babe haikal hasan satuin saja acara cfd dengan cfw saya yak, sarana babe haikal hasan satuin acara cfd cfw yak,sarana babe haikal hasan satuin acara cfd cfw yak,not bully
797,2022-08-12 08:52:01+00:00,nonajudes19,fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak sobat bestie mmc ,fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat bestie mmc ,fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat bestie mmc,bully
798,2022-08-12 08:51:43+00:00,rujakpedes61,fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak sobat mmc millenial,fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat mmc millenial,fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak sobat mmc millenial,bully
799,2022-08-12 08:51:27+00:00,nyai_judes,fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak sob mmc millenials,fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak sob mmc millenials,fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak sob mmc millenials,bully
800,2022-08-12 08:51:05+00:00,kiftiyah_kip, gaes fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc millen, gaes fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc millen,gaes fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc millen,bully
801,2022-08-12 08:51:00+00:00,nicha_tun,miris fenomena semacam ini anggap wajar seperti yang terjadi pada pemuda citayam simak jawaban lengkap nya ,miris fenomena anggap wajar pemuda citayam simak lengkap nya ,miris fenomena anggap wajar pemuda citayam simak lengkap nya,bully
802,2022-08-12 08:50:51+00:00,ratujudes5, sobat mille dan nials fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi, sobat mille nials fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi,sobat mille nials fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi,bully
803,2022-08-12 08:50:29+00:00,nonajudes19, sobat nials fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc, sobat nials fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc,sobat nials fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc,bully
804,2022-08-12 08:50:16+00:00,rujakpedes61, sobat mille fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc, sobat mille fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc,sobat mille fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc,bully
805,2022-08-12 08:50:11+00:00,matamata_com,kurma citayam menceritakan perihal ayahnya kepada boy william,kurma citayam menceritakan perihal ayahnya boy william,kurma citayam cerita perihal ayah boy william,not bully
806,2022-08-12 08:49:58+00:00,nyai_judes, sobat bestie fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak , sobat bestie fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak ,sobat bestie fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak,bully
807,2022-08-12 08:49:47+00:00,kiftiyah_kip, sobat fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc mille, sobat fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc mille,sobat fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc mille,bully
808,2022-08-12 08:49:40+00:00,nita281012,fenomena abg perokok aktif citayam fashion week pemuda citayam merokok mmc milenials islamkaffah,fenomena abg perokok aktif citayam fashion week pemuda citayam merokok mmc milenials islamkaffah,fenomena abg okok aktif citayam fashion week pemuda citayam rokok mmc milenials islamkaffah,bully
809,2022-08-12 08:49:27+00:00,ratujudes5, sob fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc milleni, sob fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc milleni,sob fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc milleni,bully
810,2022-08-12 08:49:27+00:00,triasmelati1, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,bully
811,2022-08-12 08:49:15+00:00,nonajudes19,sobat twitter fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc,sobat twitter fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc,sobat twitter fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc,bully
812,2022-08-12 08:48:54+00:00,rujakpedes61,gaes fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc millenial,gaes fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc millenial,gaes fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc millenial,bully
813,2022-08-12 08:48:49+00:00,ghuroba33059964,dari laman kementrian kesehatan republik indonesia dlm satu batang rokok itu mengandung 4000 jenis kimia iiii nger,laman kementrian kesehatan republik indonesia dlm batang rokok mengandung 4000 jenis kimia iiii nger,laman tri sehat republik indonesia dlm batang rokok kandung 4000 jenis kimia iiii nger,not bully
814,2022-08-12 08:48:39+00:00,nyai_judes,sobat mille dan nials fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rus,sobat mille nials fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rus,sobat mille nials fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rus,bully
815,2022-08-12 08:48:21+00:00,kiftiyah_kip,sobat mille fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc ,sobat mille fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc ,sobat mille fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc,bully
816,2022-08-12 08:48:07+00:00,ratujudes5,sobat nials fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc ,sobat nials fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc ,sobat nials fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc,bully
817,2022-08-12 08:47:52+00:00,nonajudes19,sobat bestie fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc ,sobat bestie fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc ,sobat bestie fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc,bully
818,2022-08-12 08:47:43+00:00,nyai_judes,sob fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc millenials,sob fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc millenials,sob fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc millenials,bully
819,2022-08-12 08:47:33+00:00,rujakpedes61,sobat fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc millenia,sobat fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc millenia,sobat fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc millenia,bully
820,2022-08-12 08:47:30+00:00,amp_stories,top story fenomena abg perokok aktif citayam fashion week mmc millenials,top story fenomena abg perokok aktif citayam fashion week mmc millenials,top story fenomena abg okok aktif citayam fashion week mmc millenials,bully
821,2022-08-12 08:47:27+00:00,kiftiyah_kip,fenomena abg perokok aktif citayam fashion week apakah fakta pemuda citayam generasi rusak mmc millenials,fenomena abg perokok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc millenials,fenomena abg okok aktif citayam fashion week fakta pemuda citayam generasi rusak mmc millenials,bully
822,2022-08-12 08:47:26+00:00,kerupukrenyah15,sob pemuda citayam kemarin viral itu ternyata banyak lho ngerokok padahal sdh jelas rokok itu berbahaya,sob pemuda citayam kemarin viral lho ngerokok sdh rokok berbahaya,sob pemuda citayam kemarin viral lho ngerokok sdh rokok bahaya,bully
823,2022-08-12 08:46:50+00:00,iipppeeeh,apa jadinya kalau pemuda pemudi hari ini menganggap biasa perihal rokok seperti tergambar citayam fashion ,pemuda pemudi menganggap perihal rokok tergambar citayam fashion ,pemuda pemudi anggap perihal rokok gambar citayam fashion,bully
824,2022-08-12 08:46:47+00:00,ismii_j,viral lagi2 fenomena pemuda abg perokok aktif citayam fashion week waduuhhh secara norma emang etis,viral lagi2 fenomena pemuda abg perokok aktif citayam fashion week waduuhhh norma emang etis,viral lagi2 fenomena pemuda abg okok aktif citayam fashion week waduuhhh norma emang etis,bully
825,2022-08-12 08:46:11+00:00,surfanisurfani3,kok bnyak sekali pemuda citayam masih usia belia merokok fashion week bagaimana tanggapannya dlm islam simak,bnyak pemuda citayam usia belia merokok fashion week tanggapannya dlm islam simak,bnyak pemuda citayam usia belia rokok fashion week tanggap dlm islam simak,bully
826,2022-08-12 08:46:07+00:00,syavxcc, fenomena abg perokok aktif citayam fashion week mmc millenials mudahnya akses dlm berbuat maksiatan dlm kafitalisme, fenomena abg perokok aktif citayam fashion week mmc millenials mudahnya akses dlm berbuat maksiatan dlm kafitalisme,fenomena abg okok aktif citayam fashion week mmc millenials mudah akses dlm buat maksiat dlm kafitalisme,bully
827,2022-08-12 08:45:57+00:00,syavxcc, pemuda citayam ada lho gaes masih belia ngrokok kok bisaa yaa simak mmc millenials islamkaffah, pemuda citayam lho gaes belia ngrokok bisaa yaa simak mmc millenials islamkaffah,pemuda citayam lho gaes belia ngrokok bisaa yaa simak mmc millenials islamkaffah,bully
828,2022-08-12 08:45:51+00:00,syavxcc, fenomena abg perokok aktif citayam fashion week mmc millenials mmc islamkaffah, fenomena abg perokok aktif citayam fashion week mmc millenials mmc islamkaffah,fenomena abg okok aktif citayam fashion week mmc millenials mmc islamkaffah,bully
829,2022-08-12 08:45:47+00:00,syavxcc, ternyata tembakau punya mnfaat lain lho selain buat r0kok pasti lebih bikin sehat keren kan solusi islam , tembakau mnfaat lho r0kok bikin sehat keren solusi islam ,tembakau mnfaat lho r0kok bikin sehat keren solusi islam,bully
830,2022-08-12 08:45:44+00:00,syavxcc, duh adik msh belia kok aktif merok0k gmn islam memndang mslh ini mmc millenials pemuda, duh adik msh belia aktif merok0k gmn islam memndang mslh mmc millenials pemuda,duh adik msh belia aktif merok0k gmn islam memndang mslh mmc millenials pemuda,bully
831,2022-08-12 08:45:40+00:00,syavxcc, walau r0kok punya dampak gak baik kesehatan ttp pabriknya kokoh berdiri krn mmbawa keuntungan baik materi mmbuka , r0kok dampak gak kesehatan ttp pabriknya kokoh berdiri krn mmbawa keuntungan materi mmbuka ,r0kok dampak gak sehat ttp pabrik kokoh diri krn mmbawa untung materi mmbuka,bully
832,2022-08-12 08:45:29+00:00,syavxcc, adhel realita hari ini banyak anak anak abg yang suka sama ngerokok kayak yang kemarin sempat viral fenomena abg usia belia mer, adhel realita anak anak abg suka ngerokok kayak kemarin viral fenomena abg usia belia mer,adhel realita anak anak abg suka ngerokok kayak kemarin viral fenomena abg usia belia mer,bully
833,2022-08-12 08:45:25+00:00,syavxcc, fenomena abg perokok aktif citayam fashion week mmc millenials demi meraup rupiah negara abai trhdp generasi mero, fenomena abg perokok aktif citayam fashion week mmc millenials meraup rupiah negara abai trhdp generasi mero,fenomena abg okok aktif citayam fashion week mmc millenials raup rupiah negara abai trhdp generasi mero,bully
834,2022-08-12 08:45:10+00:00,nurel09995250,pemuda citayam fashion week generasi sekarang sudh terpapar virus kapitalisme jauh dri islam tonton selengkap,pemuda citayam fashion week generasi sudh terpapar virus kapitalisme dri islam tonton selengkap,pemuda citayam fashion week generasi sudh papar virus kapitalisme dri islam tonton lengkap,bully
835,2022-08-12 08:44:55+00:00,forgoodluck1218,fenomena pemuda usia belia merokok citayam fashion week euhh abis2 sob pembahasan citayam kira2 pendapat,fenomena pemuda usia belia merokok citayam fashion week euhh abis2 sob pembahasan citayam kira2 pendapat,fenomena pemuda usia belia rokok citayam fashion week euhh abis2 sob bahas citayam kira2 dapat,bully
836,2022-08-12 08:44:17+00:00,latifajulia,pemuda citayam perokok aktif padahal sudah dikasih kalo rokok itu berbahaya tapi masih sja dilakukan tonton sele,pemuda citayam perokok aktif dikasih kalo rokok berbahaya sja tonton sele,pemuda citayam okok aktif kasih kalo rokok bahaya sja tonton sele,bully
837,2022-08-12 08:43:51+00:00,syavxcc,fenomena abg perokok aktif citayam fashion week mmc millenials mmc islamkaffah,fenomena abg perokok aktif citayam fashion week mmc millenials mmc islamkaffah,fenomena abg okok aktif citayam fashion week mmc millenials mmc islamkaffah,bully
838,2022-08-12 08:42:51+00:00,syavxcc, ngemil gak heran sih pemuda citayam keprgok ngrokok msh belia gak aneh tpi ngri kapiralis atur nrokok tuh mau , ngemil gak heran sih pemuda citayam keprgok ngrokok msh belia gak aneh tpi ngri kapiralis atur nrokok tuh ,ngemil gak heran sih pemuda citayam keprgok ngrokok msh belia gak aneh tpi ngri kapiralis atur nrokok tuh,bully
839,2022-08-12 08:42:49+00:00,syavxcc, syg bgt sih pemuda citayam notabene masih belia kok ada kecolongan udh ngrokok syg ngt sihh tpi emg , syg bgt sih pemuda citayam notabene belia kecolongan udh ngrokok syg ngt sihh tpi emg ,syg bgt sih pemuda citayam notabene belia colong udh ngrokok syg ngt sihh tpi emg,bully
840,2022-08-12 08:42:19+00:00,ningyulifa,merokok itu bukan hal lumrah ygy pemuda hari ini perlu dibina agar tdk membahayakan diri mereka termasuk muda mud,merokok lumrah ygy pemuda dibina tdk membahayakan muda mud,rokok lumrah ygy pemuda bina tdk bahaya muda mud,bully
841,2022-08-12 08:40:41+00:00,vitaminotak1,fenomena pemuda perokok aktif citayam fashion week miris abg skrg selengkapnya mmc millenials,fenomena pemuda perokok aktif citayam fashion week miris abg skrg selengkapnya mmc millenials,fenomena pemuda okok aktif citayam fashion week miris abg skrg lengkap mmc millenials,bully
842,2022-08-12 08:40:21+00:00,duohzp,fenomena pemuda perokok aktif citayam fashion week miris pemuda zaman skrg selengkapnya mmc millenia,fenomena pemuda perokok aktif citayam fashion week miris pemuda zaman skrg selengkapnya mmc millenia,fenomena pemuda okok aktif citayam fashion week miris pemuda zaman skrg lengkap mmc millenia,bully
843,2022-08-12 08:40:07+00:00,sarkim53783503,kalo ngomongin merokok gak orang dewasa gak anak2 tetep aja rokok seperti pemuda citayam banyak merokok usia ,kalo ngomongin merokok gak orang dewasa gak anak2 tetep aja rokok pemuda citayam merokok usia ,kalo ngomongin rokok gak orang dewasa gak anak2 tetep aja rokok pemuda citayam rokok usia,not bully
844,2022-08-12 08:38:50+00:00,kinicerita1,fenomena pemuda perokok aktif citayam fashion week miris selengkapnya mmc millenials,fenomena pemuda perokok aktif citayam fashion week miris selengkapnya mmc millenials,fenomena pemuda okok aktif citayam fashion week miris lengkap mmc millenials,bully
845,2022-08-12 08:38:24+00:00,duohzp,fenomena pemuda perokok aktif citayam fashion week bagaimana islam memandang selengkapnya mmc millenials,fenomena pemuda perokok aktif citayam fashion week islam memandang selengkapnya mmc millenials,fenomena pemuda okok aktif citayam fashion week islam pandang lengkap mmc millenials,bully
846,2022-08-12 08:37:49+00:00,vitaminotak1,fenomena pemuda perokok aktif citayam fashion week sob apa pendapat kalian kalau melihat anak anak abg lagi ,fenomena pemuda perokok aktif citayam fashion week sob pendapat anak anak abg ,fenomena pemuda okok aktif citayam fashion week sob dapat anak anak abg,bully
847,2022-08-12 08:36:51+00:00,meowmeowqu,pemuda citayam mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi nongkrong terus sambil mengh,pemuda citayam mmc millenials sob pendapat anak2 abg nongkrong mengh,pemuda citayam mmc millenials sob dapat anak2 abg nongkrong mengh,bully
848,2022-08-12 08:36:18+00:00,miowmiow88,pemuda citayam mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi nongkrong terus sambil mengh,pemuda citayam mmc millenials sob pendapat anak2 abg nongkrong mengh,pemuda citayam mmc millenials sob dapat anak2 abg nongkrong mengh,bully
849,2022-08-12 08:35:50+00:00,kutipanmiow,pemuda citayam mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi nongkrong terus sambil mengh,pemuda citayam mmc millenials sob pendapat anak2 abg nongkrong mengh,pemuda citayam mmc millenials sob dapat anak2 abg nongkrong mengh,bully
850,2022-08-12 08:35:26+00:00,tweetmeow28,pemuda citayam mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi nongkrong terus sambil mengh,pemuda citayam mmc millenials sob pendapat anak2 abg nongkrong mengh,pemuda citayam mmc millenials sob dapat anak2 abg nongkrong mengh,bully
851,2022-08-12 08:35:20+00:00,nonaiffahh,potret pemuda hari ini sekilas emg tergambar dari para pemuda nongkrong citayam fashion week kemarin merok,potret pemuda sekilas emg tergambar pemuda nongkrong citayam fashion week kemarin merok,potret pemuda kilas emg gambar pemuda nongkrong citayam fashion week kemarin rok,bully
852,2022-08-12 08:35:01+00:00,sii_orengs,pemuda citayam mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi nongkrong terus sambil mengh,pemuda citayam mmc millenials sob pendapat anak2 abg nongkrong mengh,pemuda citayam mmc millenials sob dapat anak2 abg nongkrong mengh,bully
853,2022-08-12 08:33:34+00:00,keripikkentang0,sob apa pendapatmu kalo lihat abg nongkrong sambil merokok nah citayam fashion week viral kemarin para pemu,sob pendapatmu kalo lihat abg nongkrong merokok citayam fashion week viral kemarin pemu,sob dapat kalo lihat abg nongkrong rokok citayam fashion week viral kemarin mu,bully
854,2022-08-12 08:33:21+00:00,minoodleman,yaudeh foto foto basian citayam dulu aja wkwk,yaudeh foto foto basian citayam aja wkwk,yaudeh foto foto basi citayam aja wkwk,not bully
855,2022-08-12 08:33:12+00:00,kusen55162849, pernah kita lihat citayam pemudanya pada merokok padahal masih usia belia miris sob selama masih sistem kapit, lihat citayam pemudanya merokok usia belia miris sob sistem kapit,lihat citayam pemuda rokok usia belia miris sob sistem kapit,bully
856,2022-08-12 08:33:00+00:00,yagkiraa,siap mengikuti citayam fashion week,mengikuti citayam fashion week,ikut citayam fashion week,not bully
857,2022-08-12 08:32:25+00:00,andani333, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,bully
858,2022-08-12 08:29:57+00:00,wvdohwan,pasti jadi boss keren citayam,boss keren citayam,boss keren citayam,bully
859,2022-08-12 08:27:42+00:00,faizmu88,orang kecanduan merokok kalau tdk merokok katanya lidahnya pahit seperti kita lihat pemuda citayam banyak ,orang kecanduan merokok tdk merokok lidahnya pahit lihat pemuda citayam ,orang candu rokok tdk rokok lidah pahit lihat pemuda citayam,bully
860,2022-08-12 08:27:07+00:00,mbakrarra, selama sistem kapitalisme itu ada benda berbahaya seperti rokok akan tetap produksi jadi wajar saja melihat fenomen, sistem kapitalisme benda berbahaya rokok produksi wajar fenomen,sistem kapitalisme benda bahaya rokok produksi wajar fenomen,bully
861,2022-08-12 08:26:58+00:00,inspirazee, melihat fenomena para pemuda yang merokok citayam fashion week semakin menyadarkan kita bahwa umat ini butuh sistem yan, fenomena pemuda merokok citayam fashion week menyadarkan umat butuh sistem yan,fenomena pemuda rokok citayam fashion week sadar umat butuh sistem yan,bully
862,2022-08-12 08:26:54+00:00,suarasikap,berawal dari citayam fashion week cfw yang diinisiasi para remaja asal citayam bogor dan depok fenomena ini ,citayam fashion week cfw diinisiasi remaja citayam bogor depok fenomena ,citayam fashion week cfw inisiasi remaja citayam bogor depok fenomena,bully
863,2022-08-12 08:26:53+00:00,kawaaakibi, melihat fenomena para pemuda yang merokok citayam fashion week semakin menyadarkan kita bahwa umat ini butuh sistem yan, fenomena pemuda merokok citayam fashion week menyadarkan umat butuh sistem yan,fenomena pemuda rokok citayam fashion week sadar umat butuh sistem yan,not bully
864,2022-08-12 08:25:06+00:00,berbagiygbaik11, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,bully
865,2022-08-12 08:25:00+00:00,berbagiygbaik11, melihat fenomena para pemuda yang merokok citayam fashion week semakin menyadarkan kita bahwa umat ini butuh sistem yan, fenomena pemuda merokok citayam fashion week menyadarkan umat butuh sistem yan,fenomena pemuda rokok citayam fashion week sadar umat butuh sistem yan,not bully
866,2022-08-12 08:24:53+00:00,kifahaisyah, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,bully
867,2022-08-12 08:24:11+00:00,tikaput73597024,duh duh pemandangan pemuda citayam merokok ini harus dikritisi sob kasihan aja masih muda tapi harus terpapar ,duh duh pemandangan pemuda citayam merokok dikritisi sob kasihan aja muda terpapar ,duh duh pandang pemuda citayam rokok kritisi sob kasihan aja muda papar,bully
868,2022-08-12 08:21:47+00:00,iymasiradjuddin,gini nih kalo kaum hawa dikumpulin dalam satu ruangan kaya berasa citayam fashion week banyak yang nebak harga outfit,gini nih kalo kaum hawa dikumpulin ruangan kaya berasa citayam fashion week nebak harga outfit,gin nih kalo kaum hawa dikumpulin ruang kaya asa citayam fashion week nebak harga outfit,bully
869,2022-08-12 08:21:02+00:00,lemonlovers2,siklus kerusakan sistemik saat tak ada yang berperan sebagai pelindung generasi fenomena abg citayam yang aktif ,siklus kerusakan sistemik berperan pelindung generasi fenomena abg citayam aktif ,siklus rusa sistemik peran lindung generasi fenomena abg citayam aktif,not bully
870,2022-08-12 08:18:37+00:00,chefke87063792,sistem ini menyuburkan berbagai kerusakan fenomena abg citayam jadi perokok aktif contoh nyata depan mata,sistem menyuburkan kerusakan fenomena abg citayam perokok aktif contoh nyata mata,sistem subur rusa fenomena abg citayam okok aktif contoh nyata mata,bully
871,2022-08-12 08:17:25+00:00,rudycf,citayam pesieun wik fiks itu mbanya orang rancamanyar mang ots bisa ngomong ,citayam pesieun wik fiks mbanya orang rancamanyar mang ots ngomong ,citayam pesieun wik fiks mbanya orang rancamanyar mang ots ngomong,bully
872,2022-08-12 08:16:58+00:00,missyu232125771,pemuda citayam potret generasi menyedihkan kecil2 udah jadi perokok aktif mmc millenials islamkaffah,pemuda citayam potret generasi menyedihkan kecil2 udah perokok aktif mmc millenials islamkaffah,pemuda citayam potret generasi sedih kecil2 udah okok aktif mmc millenials islamkaffah,bully
